amfi_code,period_years,cagr,scheme_name,fund_house
120844,1,0.07250626888649658,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF
120844,3,0.06579236975753577,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF
120844,5,0.05838951678212401,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF
125497,1,0.3186770373159993,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund
125497,3,0.21249951077229645,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund
125497,5,0.1654819921140278,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund
125498,1,0.16091224431959028,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund
125498,3,0.12570751450150386,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund
125498,5,0.10647552580173514,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund
148567,1,0.26993708334925315,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF
148567,3,0.3746539020410291,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF
148567,5,0.2546919635756548,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF
148568,1,0.09826337048961564,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF
148568,3,0.1450579539554797,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF
148568,5,0.19080262615671106,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF
148569,1,0.32932720509069857,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF
148569,3,0.25883960422954133,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF
148569,5,0.2489470227340027,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF
149322,1,0.1935812332564475,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund
149322,3,0.189146649300155,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund
149322,5,0.14376031087388097,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund
149323,1,0.24068033060435412,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund
149323,3,0.2884664181952534,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund
149323,5,0.2509251792287013,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund
149324,1,0.8384858940701418,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund
149324,3,0.32131077854998624,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund
149324,5,0.3131181006615602,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund
